class,embedding
Other,"[ 0.93911755  0.55571556  1.8066714  -0.42856067 -0.17113188  1.0116678
  1.0378993   0.318606   -0.00708458  0.10590233 -0.5475441  -1.955819
 -0.80006355  0.9433948   0.03236749  0.41063958  0.77043235 -1.2103871
 -1.082376   -0.6566457   0.49907157  0.5242017  -0.6018817   0.9781963
 -0.49777627 -0.24945855  0.9489039  -0.7027206   1.4223908   1.0047168
 -0.03493875 -0.7075721   0.5215543   0.9366983   0.75171375 -0.07317352
  0.9823359  -0.58933806 -1.0682919   0.13684404 -0.5063961  -0.09999102
 -0.17607862  0.31683978 -2.1877646   0.40387067  1.4271739  -0.5013015
 -1.7923554  -0.34171033 -0.7414572   0.6043101  -0.24770615  0.9712597
  1.2343143   0.31061342 -0.83006257  0.2205146   0.01420751 -0.7171336
 -1.1688201   0.26656824  2.135914    1.4707773  -1.2162108   2.8185945
 -1.5779788   2.7543414   1.2608522   0.60624146  0.32623854 -0.96519756
  1.6570961  -1.8248502  -1.064588    2.6589212  -1.1899133  -0.86597824
  0.6259087  -0.06628668 -0.5178529  -0.53399086 -0.29905602  1.5999429
  1.9221188  -0.5255182   0.86751914 -0.5003659   1.2352563   0.20225894
  0.13223128  0.5259047   1.0190308  -0.34520516 -0.3175693   1.6190691
  0.02808771 -0.8064733  -0.06686876  0.32622096 -0.5624309   2.270725
 -0.8414996   1.3716283   0.5782345  -0.19257127 -1.8032455   0.06212718
 -0.4005184   0.13242726  0.35178113 -1.1042519   0.64083123 -0.1674198
 -1.9100105  -0.09804118 -1.4504862  -0.2015264   0.9682353  -1.6175984
  0.315634    0.7389016  -0.26168728 -1.4215636   0.17962691  0.7575905
  1.4062355   0.02228384]"
Other,"[-1.79783058e+00 -1.62502611e+00  1.93354511e+00  3.87783676e-01
 -1.20185292e+00 -1.42958140e+00 -3.32939088e-01 -1.36871159e+00
 -4.07732204e-02  3.69860418e-02 -2.36337334e-02 -5.53643525e-01
  3.58061671e-01 -9.78088737e-01 -8.81668478e-02 -6.56019926e-01
  1.44050598e+00 -3.92664671e-02 -3.48651052e-01 -6.58140182e-01
  1.07653570e+00 -2.10440063e+00 -3.73479724e-01 -1.29834247e+00
 -5.91424882e-01 -2.63615012e-01  1.25392783e+00  1.58360648e+00
 -1.06783772e+00 -3.20926398e-01  9.36108232e-02  9.34653282e-01
  5.57122231e-01 -3.96835148e-01  1.30187237e+00 -1.48005858e-01
 -7.98731983e-01 -1.26276410e+00  8.59644860e-02 -6.62440062e-03
 -1.07942724e+00 -1.70950389e+00  1.48713589e-05 -2.25495353e-01
  1.78872967e+00 -1.80945843e-01  4.39389557e-01  2.21058631e+00
 -9.62243855e-01 -5.44379950e-01 -3.41171741e-01  1.04858708e+00
 -9.78984833e-01  1.78890491e+00  5.34404442e-02  8.40042949e-01
  8.39589953e-01  6.48356676e-01 -1.50897527e+00  3.89453441e-01
  4.88869026e-02 -1.75196931e-01 -6.88132048e-01  4.14459556e-01
  7.27853358e-01  7.47770905e-01  1.35740507e+00 -1.03450418e+00
 -1.30004501e+00  1.16035402e+00  6.63195074e-01 -1.50278223e+00
  1.00278211e+00 -4.54143919e-02 -1.23080224e-01 -7.54611909e-01
  7.88451076e-01 -1.56694853e+00 -5.33236682e-01 -5.11483967e-01
  7.63698936e-01 -2.94090778e-01  1.62245095e+00 -3.12747210e-01
  5.78903437e-01 -6.77105367e-01 -1.18758634e-01 -1.69571114e+00
  4.24447298e-01 -7.01288640e-01 -1.94062054e+00 -2.59821564e-01
  7.43130594e-02 -1.48930252e-01  5.31188488e-01  1.36020029e+00
 -8.44230056e-01  1.52142537e+00 -1.18241501e+00 -1.43843159e-01
  1.26928031e+00  4.86515239e-02  4.63060230e-01  4.72661823e-01
  2.26973206e-01  1.75305855e+00 -6.96876869e-02  5.44954717e-01
  1.59726548e+00 -6.64940417e-01 -1.73166406e+00  1.74711466e-01
 -4.56519812e-01 -3.33242893e-01 -7.80046582e-01 -2.39435837e-01
  5.27022481e-01  2.04187259e-01 -1.38921797e+00 -1.57999718e+00
  1.06946886e+00 -6.00484371e-01  8.39886069e-01  1.21623911e-01
  1.61866415e+00  1.18005109e+00  1.05003750e+00  9.07259822e-01]"
Other,"[-1.6864681  -1.6921     -0.37472647  0.88336766  0.98527074 -0.6766218
 -0.8062478  -1.3030859  -0.26457414 -0.27896798 -1.9577171   1.4184772
  0.13146283 -0.37180614  0.6086668   1.286111    0.7835854   0.79055184
  0.850683   -1.0286614   0.35034397 -1.332589    1.051396   -1.8895171
  0.4003624  -0.14782143 -0.71281374  1.0885165  -0.61264706  0.1648053
  0.495993   -1.9748183  -0.16275266  0.13886341  0.56081855  0.7343168
  0.21913579  1.1295713  -0.0701316  -0.6344124  -0.32055455  1.6653752
 -1.1665555   0.9232466   0.4386798   0.48909193 -0.7455036   1.6431873
 -0.7587919   0.773219    0.5167878   1.0542492  -1.1239269   0.12965
  3.5501828  -0.1882835  -1.0347551   0.77673167  1.2331871  -0.15339679
  1.6067591  -0.55738384 -0.23379399 -1.4528708  -1.0571586   1.4207596
 -2.3086367   1.18636    -1.4897064  -0.22220807 -0.27308     0.34801328
 -1.1509402  -0.5737476  -0.2410964   2.2002356  -1.5056139   0.99235994
  0.3453813  -0.6106702  -2.771045    1.2243038   0.05690791  1.6422188
 -0.7283655  -0.69064367  0.67850083  0.4498579  -0.59855103 -0.62582654
  0.14032817  0.1077897   1.1269794   0.7961375  -0.45622063 -0.5061804
  0.37753722  0.18530045  0.63477564  1.288544    1.1730291   1.0219644
 -1.5981601  -1.029999    0.01598124 -1.0466119  -0.8583554   0.89466166
 -0.1518555  -0.31071293 -0.6591818  -0.2893318   1.1969501  -1.9233665
 -0.11324934  1.6258222   0.5718826   0.59488964 -1.4628376  -1.1789596
  1.0888902   1.0398391   0.6037583  -1.4189668   0.5926715  -0.82124126
 -0.37923098 -1.7081726 ]"
Other,"[-3.63855481e-01  1.37010917e-01  9.12846267e-01  5.28395176e-01
 -7.81344831e-01 -1.16625226e+00  1.56520283e+00 -1.24721467e+00
 -9.98892546e-01 -6.51624024e-01  3.36960778e-02 -5.09243906e-01
  1.66011989e+00  1.91885173e+00  1.91888356e+00  6.02121651e-01
  8.81459951e-01 -1.19470000e+00 -1.93872356e+00 -6.51682556e-01
 -1.64657235e+00 -5.54582000e-01  1.91367835e-01  7.74437189e-01
  7.06605792e-01  1.30520478e-01  1.43734109e+00  1.06745338e+00
  5.12366593e-01 -1.08756445e-01 -3.36974710e-01 -7.08204448e-01
  6.74470544e-01  2.03499466e-01  5.55313051e-01 -5.14276147e-01
  4.25835066e-02 -6.63975552e-02  1.23708911e-01  2.28250921e-01
 -6.13921583e-01 -9.34499860e-01 -4.71371680e-01 -1.87024713e+00
  2.66217709e-01 -9.18385446e-01  8.33537519e-01  9.97917414e-01
 -7.75436163e-01 -4.08269346e-01  7.81580567e-01  5.36819756e-01
 -1.64381111e+00  7.02014804e-01  7.82387778e-02  1.33861160e+00
  1.93673348e+00  8.64188612e-01 -1.55656099e-01  1.17999399e+00
  5.22251785e-01  5.36164403e-01  5.79748631e-01  1.46338904e+00
  7.29778051e-01 -2.07254291e-03 -5.69642484e-01  4.29178298e-01
 -3.53705615e-01  7.16842532e-01  9.23815146e-02  9.38360393e-02
  2.01271892e+00  7.98545122e-01 -5.68320565e-02 -2.09558517e-01
  4.42375392e-01 -1.84058857e+00  5.70967555e-01 -1.11419928e+00
 -7.84112096e-01  1.48266935e+00  1.70359105e-01  8.11292708e-01
  6.94735885e-01  2.29620695e-01  2.66861844e+00 -1.28893590e+00
  9.06284153e-03 -3.74745905e-01 -6.14227653e-01  1.04252481e+00
  2.82589078e+00 -1.46386194e+00  2.47094080e-01  1.53701603e+00
  8.42722774e-01  1.88002896e+00 -1.00709116e+00 -2.89576828e-01
 -5.74080110e-01  4.89268720e-01 -1.39846772e-01  1.09870505e+00
  2.27710986e+00 -5.03693461e-01 -1.25410998e+00  1.16570532e-01
  1.50120282e+00 -3.38926911e-01 -1.22728467e+00  3.19316313e-02
  8.71598840e-01 -8.85175765e-01 -8.11648011e-01 -4.97343540e-01
  3.41736197e-01  2.36206579e+00  8.19640696e-01 -2.81671703e-01
  4.11856890e-01  1.03116190e+00  9.33780432e-01 -8.04559141e-02
  5.81549168e-01  2.29564548e+00 -5.49335539e-01 -9.57378149e-02]"
Other,"[ 1.3629925   0.24700075  1.8007684  -1.1615433   0.59000754  0.3064093
  1.5412856  -0.16580793 -0.04732567  1.1306183   0.8959682  -0.22934687
 -0.01056591 -0.77961576 -0.11858404  1.0070405   1.3067521  -2.5274599
 -0.4248234  -1.230019   -0.29952914 -0.8247249  -0.57009214 -0.07558203
 -0.43826216 -0.7016256   2.4029698   1.3742044  -0.9776236   2.3662832
 -0.03492215 -0.87212545  0.49361446  0.40762067 -0.09009797  0.09141918
  0.2131249  -0.50333804 -0.37116313  0.35948023 -0.62045246 -1.3317331
 -0.2678824   2.1619232  -0.99623626 -0.4282662   1.1627691  -1.203503
 -1.2412971  -0.77990115 -1.0955023   0.7121437   0.32081687 -0.25298846
  1.0340647   0.09673861 -0.2705046   0.694552    0.55013496 -0.0601413
 -1.537437    0.25219673  1.8806458  -0.6534095   0.06512765  0.99939865
 -2.1664503   1.3439181  -0.70418346  1.2101978   0.30077776 -0.4304907
  0.4557877  -1.353428   -1.3291842   3.0532055  -0.88941073 -0.4050878
  1.5037595  -0.06329213  0.3025046   0.283099    0.8604538   0.3556822
  1.6621448  -1.5170852  -0.25541732 -0.32892907  1.4946402  -0.13567813
 -0.92872065 -0.76465607  0.29059312 -0.19196051  0.5992389   0.55234045
 -1.4860212  -0.9212608  -0.598101    0.4814292   1.3839229   0.6328972
 -1.0202392  -0.26431644 -1.2563118   1.4078244  -0.94664925 -0.13539015
 -0.10791216  0.24525915 -0.03480969  0.45963484  0.63559127 -0.51337963
 -0.2982154   0.03532042 -0.92483747 -0.7456685   1.0159423  -0.95181006
  2.374609    0.46125802  0.10355356 -0.84121305  0.71639454  0.1579181
  2.1332562  -0.8217503 ]"
Ulises,"[ 0.29446346  0.52512     0.6865226   0.09027339 -0.12091468  0.742025
  1.6374192  -1.4393702  -0.842438    0.3221797  -1.7199436   1.7665405
 -0.92666763 -1.1350527   1.2579595   0.4752463   0.23154753  1.048332
  0.9814521  -1.0800155  -0.97418785 -0.36737207  0.42323318 -2.3550758
 -0.9878301  -0.21372113  2.3088794   0.33692485 -1.9653919   1.1468827
 -2.1530695   1.328235    1.0334644   0.2631582   0.1614751  -1.0773809
 -0.3031052  -0.82179195 -0.9105132  -0.8751906   0.40167776 -0.36625716
 -2.579333    0.13638258  1.0626583  -1.9438496  -0.08005224  0.34978506
  0.5338556   1.2301862   0.57066804 -1.4092578   0.78960264  0.25748882
  1.8290915  -0.05403152 -0.00577887 -0.5194025  -1.0897433  -0.59547514
 -0.34398672 -1.6912125   0.48125058 -0.05231687  0.8528586   0.67371583
  0.27479434  0.8957584  -0.2567689   1.7613909  -0.4263777   0.26498225
  1.2542508   0.54198885  1.3883195  -0.4712383  -0.4699811  -0.15211397
  0.31772733  0.44154435 -2.09011     1.376642   -0.6195366   0.35108262
  1.3305652   0.61244196  2.0089972  -1.5887069   0.3732569   1.5445354
 -1.8920857   0.94464624  0.4200175  -0.7944147   0.18717411 -1.7654365
  0.15655017  0.5487914  -1.068104    0.579553    0.24657883  0.02450114
 -1.1993424   0.45442203  1.4536539  -0.08055524 -1.9744768   0.3479437
  0.24886033  1.0156987  -1.3651512   1.3898845  -1.7271416   1.1534364
 -0.98089564  0.7092452  -1.5993134  -0.37146282  0.7460935  -0.44787464
  0.8345263  -0.26327536 -0.10175693  0.70787483  0.22321837  0.60250866
 -0.65055245  1.649956  ]"
Ulises,"[-0.57595944  0.03568426  1.1514384   1.0562149  -0.04744131  0.09384418
  1.6607414  -0.59404993 -0.1937952   0.8189177  -0.5630609   0.9635616
 -1.0349752  -0.42049494  1.1485584   1.5632988   0.63386166  1.2726662
  0.9710563   0.00964525 -0.15764117 -1.1224005   1.0299399  -1.4901193
 -1.0202417  -0.93144673  1.7807016  -0.40938663 -1.589725   -0.07574761
 -1.743874    0.63636166  0.20640999  1.9853823   0.5791458  -0.70531
 -0.38608146 -1.6177781  -0.85104823 -1.8043629   0.28326625 -0.5139607
 -0.88882804  0.7113246   0.68628955 -1.4369496   0.13301833 -0.29148287
  0.02370154  2.0360007   0.74145013 -0.54085886 -0.01733869  0.59093076
  1.4269887  -0.78671277 -1.218909    0.27889764  0.30983034 -0.6169299
 -0.08510755 -0.39497268  0.85088205  0.01403268  0.89597344  0.508796
 -0.5205838   0.82644194 -0.64520997  1.9903502  -0.8047425  -2.1413476
  1.6450783  -0.13610551  0.93068075  0.1576913   0.05270359 -0.46540743
 -0.14790982 -0.37661988 -1.016722    1.10398    -0.42140934 -0.16781832
  1.0501523  -0.15995906  1.3532071  -0.78882277 -0.47163382  0.90046656
 -2.0699742   1.1480724  -0.05631568 -0.7831292  -0.21569535 -2.2567568
 -0.21128991 -0.23780064 -0.9357918   2.1349633  -1.1331311   0.99716145
 -1.3749733   0.9979194   1.3284684   0.3790689  -0.58879113  1.5046612
 -1.4686261   0.62509865 -0.17852433  1.5018399  -0.37117022  0.09260257
 -1.1684487   0.2163794  -0.19281587 -1.0548122  -0.257063   -1.2287288
  0.6758124  -1.0815473   0.3773778   0.56487197  0.5762483  -0.5080101
  0.13656415  1.9683235 ]"
Ulises,"[ 1.0412821e-01  2.9969785e-01  2.7659497e-01  4.4267884e-01
 -3.2414612e-03  2.6327449e-01  2.6052628e+00 -8.9041829e-01
 -1.1090213e+00  1.6363512e+00 -8.8596815e-01  3.0954394e-01
 -1.5115192e+00 -1.0813464e+00  8.7846184e-01  1.0193735e+00
  1.0913507e+00  4.4633192e-01  4.5869526e-01 -1.9199418e+00
  2.7724639e-01 -1.1155086e+00  2.4288365e-01 -1.9546036e+00
 -1.1731157e+00 -1.3013017e-01  2.2371469e+00 -8.5411653e-02
 -1.4758811e+00  1.0342348e+00 -1.1051756e+00  2.2091722e+00
  7.7018481e-01  5.5925584e-01  1.1353397e+00 -1.7338884e+00
  1.2040001e-01 -1.0785959e+00 -6.3466245e-01 -1.9659002e-01
 -2.2974774e-01 -3.5342321e-01 -1.4944283e+00  6.2796757e-02
  8.1389773e-01 -1.5912601e+00 -3.9773780e-01  6.7153072e-01
  1.0678389e+00  1.2874675e+00 -4.5814067e-02 -1.5049658e+00
 -7.3326759e-02  1.6080161e+00  2.0500641e+00 -7.1697855e-01
 -5.3987008e-01  1.7109390e-01 -9.1951221e-01 -1.9918034e+00
 -2.4955995e+00 -2.0074952e+00  1.2192276e+00 -5.4375076e-01
  8.9442834e-02  7.3921746e-01 -6.5251768e-01  1.7692852e+00
 -2.7636039e-01  1.3767551e+00 -7.8218222e-01 -4.3305822e-02
  1.9341905e+00  1.8482198e-01 -1.4334048e-01 -5.5886871e-01
 -3.2812005e-01 -3.0576524e-01 -1.5945368e-02  3.9371252e-01
 -1.6912526e+00  9.8311996e-01 -1.0355109e+00 -1.6440647e+00
  1.9657844e-01  8.3168221e-01  4.4609159e-02 -1.3333057e+00
  3.1973889e-01  2.4422979e+00 -1.0250635e+00  1.1156591e+00
  1.2520054e-01 -4.5567229e-01  1.8149143e-01 -1.2847240e+00
  1.8595816e-01  9.3687040e-01 -7.4511611e-01  8.3631575e-01
 -3.5383809e-01  2.3646650e-01 -9.9752235e-01  5.7319915e-01
  9.5509988e-01 -3.9193220e-02 -1.2006997e+00  6.6407025e-01
 -3.4375274e-01  1.2449490e+00 -1.2042799e+00  7.7612925e-01
 -7.7206039e-01  4.2302969e-01 -1.0994523e+00 -6.1573088e-04
 -3.2448047e-01 -1.8905485e+00  8.1033915e-01 -1.1445005e+00
  1.0825936e-02 -4.7861508e-01  3.0671632e-01 -3.0452058e-02
 -5.5215472e-01  1.3623586e+00  3.7039146e-02  1.4802657e+00]"
Ulises,"[-0.2897751   0.08294001  0.4972659   0.01218143 -0.66877824 -0.46068993
  1.1527     -1.1516973  -1.3461224   0.2746253  -1.3465295   0.7683702
 -0.81109995 -0.9182091   1.7045827   0.3997646  -0.01130496  1.1214327
  0.25924566 -0.77214605  0.49476424 -0.9699774   0.63700026 -2.4610152
 -0.9202627  -0.01532052  2.107584    0.6120251  -1.3454142   1.5937908
 -1.9077275   2.3225946   0.7159295   0.37398684  0.4166304  -1.4599718
 -0.36572975 -1.4237624  -1.5412071  -0.6737611   0.04507967 -0.27876687
 -1.3101115  -0.67044824  1.3813591  -1.7880617   0.64851475  0.39829016
  0.30960065  1.5448222   0.17749882 -1.1546361   0.5936818   0.7419333
  1.3702364  -1.0151476  -0.81540245  0.6031596  -0.74054235 -0.5674551
 -0.43048075 -1.6285081   0.5653016   0.14168163  0.00352499  0.13754396
  0.33468157  1.1113567   0.06483399  1.3315489  -0.25044355 -0.5078354
  1.7063869   0.306248    0.5307843  -0.60336053  0.54264235 -0.43085712
 -0.11610951 -0.53961354 -1.8731315   1.2211161  -0.838228   -0.05437695
  1.0836369   0.62561476  1.2130891  -2.0289295   0.4293063   0.85227716
 -1.7133445   0.8750542   0.522514   -0.3756325   0.04223407 -1.0458293
 -0.30310598  1.0140455  -0.95743585  0.3768016   0.32080466  0.21429497
  0.21369351  0.17683879  1.1179564  -0.2666468  -1.3915929   1.0863171
 -0.1931962   1.7327732  -1.3582356   0.8498425  -1.4511997   1.0187168
 -0.77825946  0.30632278 -0.88439    -1.051275   -0.38344064 -0.46523306
  0.78673047  0.04305893 -0.13118246  0.44432327 -0.09727249  0.83218193
 -0.6401355   1.9474572 ]"
Ulises,"[ 0.7095504   0.6186279   0.01781317 -0.13336635 -0.11646329  0.85897267
  1.0865563  -1.023974   -0.24705207 -0.07325102 -0.676282    0.6720152
 -1.8957173  -0.5410422   1.8236294   0.4711814   0.45572615  0.8415936
  0.4625852  -2.0903792  -0.6321496  -0.93928385  1.0147555  -1.5541016
  0.24591427 -1.168989    1.8192775   0.08132102 -1.0250803   0.6225831
 -1.5653937   1.3879074   1.0455095   1.3029292   1.1301804  -0.66631716
 -0.3135624  -0.68630946 -1.3383467   0.01539443  1.1575015  -0.46392342
 -1.5202136   0.14239553 -0.13778177 -1.7719758   0.31061032 -0.42534888
  0.24905394  1.3480077   0.03444634 -1.7175019   1.379848    1.0308621
  2.4629307  -0.06316154 -0.68725353 -0.43263158 -1.2477165  -1.4019816
 -0.43445376 -1.8572562   0.5402496  -0.53570074  0.5179076   0.90988386
 -0.6195078   1.92638    -0.16309929  0.8193027  -0.76994044  0.34242672
  1.4042548  -0.11149645 -0.43753728  0.3152677   0.32490662 -0.46936882
  0.3695496   0.10232478 -1.7237197   1.749313   -0.09837301 -0.02320814
  1.7214309  -0.44695324  1.8029555  -1.2232143   1.215359    2.2337675
 -1.7019213   0.5494529   0.09337381 -0.34644723  0.03563916 -1.4720881
 -0.39234492  0.9223356  -1.0004843   1.1531106   0.13146776  0.02351521
 -1.2424753   1.2262515   1.7853009   0.23835136 -1.3500746   1.1392312
 -0.20819086  0.41513708 -0.7608198   1.4069868  -0.85580254 -0.04692227
 -1.4745038  -0.21069841 -0.5955194  -1.053763    1.8401737  -1.2503483
  0.6766529   0.14854065  0.3616562   0.51711094  0.612305    0.9380929
 -0.7669121   1.8733332 ]"
Ulises,"[ 5.2794969e-01  4.2040721e-01  1.2668136e-01  8.0716985e-01
  2.1471288e-02 -1.9850302e-01  9.9121106e-01 -1.2659873e+00
 -1.6217457e+00  4.6868810e-01 -1.4682412e+00  1.0677162e+00
 -9.8074311e-01 -7.2432840e-01  1.8091447e+00  1.3468325e+00
  2.0287736e-01  6.9471353e-01  1.1054360e+00 -1.1398015e+00
 -2.8863481e-01 -9.4202387e-01  7.0804179e-01 -1.5100813e+00
 -2.5276113e-01  2.2883919e-01  8.6853099e-01  9.7403753e-01
 -6.7587537e-01  7.6460028e-01 -1.3968177e+00  1.4646231e+00
  6.7796934e-01  9.8043001e-01 -3.9473549e-04 -6.0820226e-02
 -2.8564936e-01 -1.2646778e+00 -1.8373904e+00 -1.0444378e+00
  9.4187653e-01  1.2040755e+00 -9.1174912e-01 -2.5908774e-01
  7.5958037e-01 -1.1414857e+00  8.5121214e-02  1.2625846e+00
 -2.5592774e-01  1.8085219e+00  1.2267989e+00 -1.5383061e+00
  5.0928003e-01  1.8297162e+00  1.5839871e+00 -2.2002432e-02
 -4.2393366e-01 -4.6557948e-01  4.0925893e-01  1.2608463e-01
 -5.3509551e-01 -1.5209038e+00  9.2135555e-01  3.8699201e-01
  6.8236691e-01 -1.6183881e-01 -5.3229444e-02  7.3211759e-01
 -3.5564306e-01  2.2695844e+00 -4.0691182e-01  4.9773678e-02
  1.1547017e+00  1.1241941e+00  1.1319278e-01 -1.6524893e-01
  1.9887578e-01  3.6525112e-01  2.7504143e-01 -2.3368117e-01
 -1.8782984e+00  1.4592505e+00 -6.6812348e-01 -6.2750489e-01
  7.3794723e-01 -6.4868057e-01  1.9307010e+00 -1.3583145e+00
  8.1120181e-01  1.1400778e+00 -1.3464990e+00  1.3851386e+00
  6.8956661e-01 -6.0239500e-01  4.0772445e-02 -2.0185850e+00
  4.2162526e-01  2.7697901e-03 -1.0109800e+00  1.1822727e+00
 -1.4592278e-01 -4.0300989e-01 -1.2648693e+00  6.0895872e-01
  1.6532105e+00 -5.4171157e-01 -1.6057314e+00  1.1107348e+00
  5.4368682e-02  1.5728049e+00 -1.4027135e+00  8.8689595e-01
 -1.0765278e+00  1.1745408e+00 -5.2735204e-01 -4.3087792e-01
 -3.2753250e-01 -1.2090325e+00  5.7381922e-01 -1.2802035e+00
  1.2109691e+00 -7.1569479e-01  4.3825948e-01  7.1704924e-01
  9.5907283e-01  1.4531174e-01  1.9496220e-01  1.3417566e+00]"
Ulises,"[ 5.9346175e-01 -8.4267557e-01  6.8369603e-01  8.7820560e-01
  5.6826150e-01  3.7679893e-01  1.6047401e+00 -9.0382981e-01
 -8.3717215e-01  1.0793672e+00 -1.0169964e+00  9.0721732e-01
 -8.0972868e-01 -6.5080655e-01 -4.3333718e-01  1.7561318e+00
  7.1996200e-01  6.6249430e-01  7.7008969e-01 -3.0960315e-01
 -8.7699687e-01 -8.5322991e-02  6.6098380e-01 -2.7894368e+00
 -1.0780449e+00  1.5604402e-01  1.8113673e+00  6.0992241e-01
 -1.6006674e+00  3.1955770e-01 -1.1360064e+00  1.1566341e+00
  1.6542379e+00 -5.9678197e-01 -5.9819150e-01  6.8736702e-02
 -4.8218828e-01 -3.8759890e-01 -1.2747784e+00 -1.1612458e+00
  7.8835264e-02  2.4431437e-01 -1.2352972e+00 -5.3045589e-01
  9.8970729e-01 -2.5791488e+00 -1.0885621e+00  1.2427555e+00
 -1.5928501e-01  1.7872804e+00  1.9066188e+00 -1.1707163e+00
 -1.8708885e-01  5.3212065e-01  2.1031666e+00 -5.2557659e-01
 -1.0857846e+00 -3.6630860e-01  4.8571259e-02 -6.1894244e-01
 -8.4476376e-01 -1.9801934e+00  1.6798873e+00  5.2024260e-02
  5.0944999e-02  1.5071613e-01 -4.9911553e-01  1.6455997e+00
 -3.5491097e-01  2.0476308e+00 -1.8553711e+00 -7.1872652e-01
  7.6126224e-01 -6.4925343e-02  1.3656704e+00  2.6337928e-01
 -1.1375390e+00 -1.9422045e-01  7.2572058e-01 -2.5541067e-01
 -1.5092309e+00  1.8028578e+00 -9.1682416e-01  3.0814530e-02
 -8.8598557e-02  2.0212534e-01  1.2840493e+00 -8.0173522e-01
  6.8479073e-01  1.3769444e+00 -1.6369091e+00  1.0287452e+00
  1.3424585e+00 -2.3914212e-01 -2.2202325e-01 -2.5569143e+00
 -2.9492640e-01 -2.2237982e-01 -8.2216185e-01  1.3547941e+00
  4.8809737e-01  2.8293800e-01 -1.4500372e+00 -4.1114640e-01
  1.1652262e+00 -7.6738566e-01 -1.4832093e+00  5.5180812e-01
 -8.6241347e-01  1.1541706e+00 -3.4645727e-01  1.9859390e+00
 -8.9957404e-01  1.2437057e+00 -4.2232808e-01  1.3667096e-01
 -1.1343453e+00 -1.1299604e+00 -3.3184981e-01 -1.0530256e+00
  4.5844281e-01 -7.0036352e-01  2.2230223e-03  1.0784842e+00
  8.7388843e-01  1.6762622e-02 -1.1171324e-01  1.7583094e+00]"
Ulises,"[ 4.0397546e-01 -8.4368706e-01  8.6899537e-01  5.0080925e-01
  6.8230405e-02  4.1372642e-01  1.8761739e+00 -8.6836737e-01
 -1.5115093e+00  8.8310462e-01 -2.3236382e+00  1.6127017e+00
 -4.0607326e-02 -7.8926933e-01  9.0184176e-01  1.0307451e+00
  5.6748176e-01  7.6229125e-01  1.6705296e+00 -6.0239148e-01
  3.6692396e-02 -9.9711728e-01  5.1525044e-01 -1.2445194e+00
 -5.9303033e-01 -3.3922634e-01  1.9166703e+00  3.6101782e-01
 -1.5027217e+00  3.4412715e-01 -1.6818099e+00  1.9230973e+00
  3.4266326e-01  1.1214095e+00 -3.9699295e-01 -1.4635681e+00
 -2.2764701e-01 -1.5348873e+00 -1.3986306e+00 -1.5888455e+00
  7.3125648e-01  2.3103972e-01 -4.9393424e-01  5.6477046e-01
  5.3835452e-01 -7.3714197e-01  6.8403453e-01  1.0726569e-01
 -8.7851053e-01  1.6892447e+00  3.2681662e-01 -1.3550628e+00
 -3.4946159e-02  7.1194452e-01  1.7131387e+00 -3.8266322e-01
 -1.6220711e+00  5.8848970e-03 -2.4285963e-01 -2.7996674e-01
 -7.3698968e-01 -1.4190181e+00  1.0256586e+00  8.3138466e-02
 -1.1973805e-01  8.6545125e-03 -4.8011291e-01  4.5866579e-01
  5.7564563e-01  1.1105744e+00 -2.4122718e-01 -5.6135249e-01
  1.0882283e+00  1.5667466e+00  3.3201417e-01 -9.4262630e-02
 -3.7090924e-01 -2.9872337e-01  1.0206869e+00 -1.9860637e-01
 -1.2477633e+00  9.6577179e-01 -7.9436278e-01 -6.4993300e-02
  1.4230748e+00 -5.3678364e-01  2.9668612e+00 -1.6897652e+00
  1.4013797e-01  1.8719532e+00 -2.3829365e+00  8.1859386e-01
  5.6068886e-02 -4.1697204e-01  3.1617692e-01 -1.6936811e+00
  5.8031201e-01 -2.6982138e-03 -4.8947743e-01  1.4320341e+00
 -4.6070725e-01  3.0229697e-01 -4.9321675e-01  3.7880093e-01
  3.8641050e-01 -7.4854732e-01 -1.4414475e+00  6.6757309e-01
 -1.1109868e+00  2.3165588e-01 -5.5542970e-01  1.2135569e+00
 -3.6635491e-01  3.1815800e-01 -8.2405800e-01  3.1488433e-01
 -5.4230976e-01  1.9170362e-01 -1.3856107e-01 -1.4110589e+00
  8.4483498e-01 -2.9236162e-01  6.8055265e-02  1.9903667e+00
 -3.3574861e-01  7.3547781e-01 -4.9093783e-01  1.3181165e+00]"
